# Model Spectrum: Blackbody T = 10000.000
# No ISM extinction
# Normalization: A0V magnitude 15.000000 for filter 2MASS Ks
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
     9.91387726  1.240629e-18  4.067319e-05
     9.92381594  1.235758e-18  4.059478e-05
     9.93376458  1.230907e-18  4.051653e-05
     9.94372319  1.226074e-18  4.043842e-05
     9.95369178  1.221261e-18  4.036045e-05
     9.96367037  1.216466e-18  4.028264e-05
     9.97365896  1.211690e-18  4.020497e-05
     9.98365756  1.206932e-18  4.012745e-05
     9.99366619  1.202193e-18  4.005007e-05
    10.00368485  1.197473e-18  3.997284e-05
    10.01371356  1.192771e-18  3.989576e-05
    10.02375232  1.188088e-18  3.981882e-05
    10.03380114  1.183422e-18  3.974203e-05
    10.04386004  1.178775e-18  3.966538e-05
    10.05392902  1.174147e-18  3.958888e-05
    10.06400810  1.169536e-18  3.951252e-05
    10.07409728  1.164943e-18  3.943631e-05
    10.08419657  1.160368e-18  3.936024e-05
    10.09430599  1.155811e-18  3.928431e-05
    10.10442554  1.151272e-18  3.920853e-05
    10.11455524  1.146751e-18  3.913289e-05
    10.12469510  1.142247e-18  3.905740e-05
    10.13484511  1.137761e-18  3.898204e-05
    10.14500531  1.133293e-18  3.890683e-05
    10.15517569  1.128841e-18  3.883177e-05
    10.16535626  1.124408e-18  3.875684e-05
    10.17554704  1.119991e-18  3.868205e-05
    10.18574804  1.115592e-18  3.860741e-05
    10.19595927  1.111210e-18  3.853291e-05
    10.20618073  1.106846e-18  3.845855e-05
    10.21641244  1.102498e-18  3.838433e-05
    10.22665440  1.098167e-18  3.831025e-05
    10.23690663  1.093853e-18  3.823631e-05
    10.24716914  1.089557e-18  3.816251e-05
    10.25744194  1.085276e-18  3.808885e-05
    10.26772504  1.081013e-18  3.801533e-05
    10.27801845  1.076766e-18  3.794194e-05
    10.28832217  1.072536e-18  3.786870e-05
    10.29863623  1.068323e-18  3.779560e-05
    10.30896062  1.064126e-18  3.772263e-05
    10.31929537  1.059945e-18  3.764980e-05
    10.32964047  1.055781e-18  3.757711e-05
    10.33999595  1.051633e-18  3.750456e-05
    10.35036181  1.047501e-18  3.743214e-05
    10.36073806  1.043385e-18  3.735986e-05
    10.37112471  1.039285e-18  3.728772e-05
    10.38152177  1.035202e-18  3.721572e-05
    10.39192926  1.031134e-18  3.714385e-05
    10.40234718  1.027083e-18  3.707212e-05
    10.41277555  1.023047e-18  3.700052e-05
    10.42321437  1.019027e-18  3.692906e-05
    10.43366365  1.015023e-18  3.685774e-05
    10.44412341  1.011034e-18  3.678654e-05
    10.45459366  1.007061e-18  3.671549e-05
    10.46507440  1.003103e-18  3.664457e-05
    10.47556565  9.991613e-19  3.657378e-05
    10.48606742  9.952347e-19  3.650313e-05
    10.49657971  9.913234e-19  3.643261e-05
    10.50710255  9.874275e-19  3.636223e-05
    10.51763593  9.835468e-19  3.629197e-05
    10.52817987  9.796813e-19  3.622185e-05
    10.53873438  9.758308e-19  3.615187e-05
    10.54929948  9.719955e-19  3.608202e-05
    10.55987516  9.681752e-19  3.601230e-05
    10.57046145  9.643698e-19  3.594271e-05
    10.58105835  9.605793e-19  3.587325e-05
    10.59166587  9.568036e-19  3.580393e-05
    10.60228403  9.530427e-19  3.573473e-05
    10.61291283  9.492965e-19  3.566567e-05
    10.62355229  9.455650e-19  3.559674e-05
    10.63420241  9.418481e-19  3.552794e-05
    10.64486321  9.381457e-19  3.545927e-05
    10.65553470  9.344578e-19  3.539073e-05
    10.66621689  9.307843e-19  3.532232e-05
    10.67690978  9.271253e-19  3.525404e-05
    10.68761340  9.234805e-19  3.518589e-05
    10.69832774  9.198500e-19  3.511786e-05
    10.70905283  9.162337e-19  3.504997e-05
    10.71978867  9.126316e-19  3.498221e-05
    10.73053527  9.090435e-19  3.491457e-05
    10.74129264  9.054695e-19  3.484707e-05
    10.75206080  9.019095e-19  3.477969e-05
    10.76283975  8.983634e-19  3.471244e-05
    10.77362951  8.948312e-19  3.464531e-05
    10.78443009  8.913128e-19  3.457832e-05
    10.79524149  8.878082e-19  3.451145e-05
    10.80606373  8.843174e-19  3.444471e-05
    10.81689682  8.808401e-19  3.437809e-05
    10.82774078  8.773765e-19  3.431160e-05
    10.83859560  8.739265e-19  3.424524e-05
    10.84946130  8.704899e-19  3.417900e-05
    10.86033790  8.670669e-19  3.411289e-05
    10.87122540  8.636572e-19  3.404691e-05
    10.88212382  8.602608e-19  3.398105e-05
    10.89303316  8.568778e-19  3.391531e-05
    10.90395344  8.535080e-19  3.384970e-05
    10.91488467  8.501514e-19  3.378422e-05
    10.92582685  8.468079e-19  3.371886e-05
    10.93678000  8.434775e-19  3.365362e-05
    10.94774414  8.401602e-19  3.358851e-05
    10.95871927  8.368559e-19  3.352352e-05
    10.96970539  8.335645e-19  3.345865e-05
    10.98070254  8.302859e-19  3.339391e-05
    10.99171070  8.270203e-19  3.332929e-05
    11.00272991  8.237674e-19  3.326479e-05
    11.01376016  8.205272e-19  3.320042e-05
    11.02480146  8.172998e-19  3.313616e-05
    11.03585384  8.140849e-19  3.307203e-05
    11.04691730  8.108827e-19  3.300803e-05
    11.05799184  8.076930e-19  3.294414e-05
    11.06907749  8.045158e-19  3.288037e-05
    11.08017426  8.013511e-19  3.281673e-05
    11.09128214  7.981987e-19  3.275321e-05
    11.10240117  7.950587e-19  3.268980e-05
    11.11353134  7.919310e-19  3.262652e-05
    11.12467267  7.888155e-19  3.256336e-05
    11.13582516  7.857122e-19  3.250032e-05
    11.14698884  7.826211e-19  3.243740e-05
    11.15816371  7.795421e-19  3.237459e-05
    11.16934978  7.764752e-19  3.231191e-05
    11.18054707  7.734203e-19  3.224935e-05
    11.19175558  7.703773e-19  3.218690e-05
    11.20297533  7.673463e-19  3.212458e-05
    11.21420632  7.643271e-19  3.206237e-05
    11.22544858  7.613198e-19  3.200028e-05
    11.23670210  7.583242e-19  3.193831e-05
    11.24796691  7.553404e-19  3.187646e-05
    11.25924301  7.523683e-19  3.181472e-05
    11.27053041  7.494078e-19  3.175311e-05
    11.28182913  7.464589e-19  3.169161e-05
    11.29313918  7.435216e-19  3.163022e-05
    11.30446057  7.405958e-19  3.156896e-05
    11.31579330  7.376814e-19  3.150781e-05
    11.32713740  7.347785e-19  3.144677e-05
    11.33849287  7.318869e-19  3.138585e-05
    11.34985972  7.290067e-19  3.132505e-05
    11.36123797  7.261377e-19  3.126437e-05
    11.37262762  7.232800e-19  3.120380e-05
    11.38402869  7.204335e-19  3.114334e-05
    11.39544120  7.175982e-19  3.108300e-05
    11.40686514  7.147740e-19  3.102277e-05
    11.41830053  7.119608e-19  3.096266e-05
    11.42974739  7.091587e-19  3.090267e-05
    11.44120573  7.063675e-19  3.084279e-05
    11.45267555  7.035873e-19  3.078302e-05
    11.46415687  7.008180e-19  3.072336e-05
    11.47564970  6.980595e-19  3.066382e-05
    11.48715405  6.953118e-19  3.060440e-05
    11.49866994  6.925749e-19  3.054508e-05
    11.51019737  6.898488e-19  3.048588e-05
    11.52173636  6.871333e-19  3.042679e-05
    11.53328691  6.844285e-19  3.036782e-05
    11.54484904  6.817342e-19  3.030895e-05
    11.55642277  6.790506e-19  3.025020e-05
    11.56800810  6.763774e-19  3.019156e-05
    11.57960504  6.737148e-19  3.013303e-05
    11.59121360  6.710625e-19  3.007462e-05
    11.60283381  6.684207e-19  3.001631e-05
    11.61446566  6.657892e-19  2.995812e-05
    11.62610918  6.631681e-19  2.990004e-05
    11.63776437  6.605572e-19  2.984206e-05
    11.64943124  6.579566e-19  2.978420e-05
    11.66110981  6.553661e-19  2.972645e-05
    11.67280008  6.527858e-19  2.966881e-05
    11.68450208  6.502157e-19  2.961128e-05
    11.69621581  6.476556e-19  2.955386e-05
    11.70794128  6.451055e-19  2.949654e-05
    11.71967850  6.425655e-19  2.943934e-05
    11.73142749  6.400354e-19  2.938225e-05
    11.74318826  6.375152e-19  2.932526e-05
    11.75496082  6.350049e-19  2.926838e-05
    11.76674518  6.325044e-19  2.921162e-05
    11.77854136  6.300138e-19  2.915496e-05
    11.79034936  6.275329e-19  2.909840e-05
    11.80216920  6.250618e-19  2.904196e-05
    11.81400089  6.226003e-19  2.898562e-05
    11.82584444  6.201485e-19  2.892939e-05
    11.83769986  6.177063e-19  2.887327e-05
    11.84956717  6.152737e-19  2.881726e-05
    11.86144637  6.128507e-19  2.876135e-05
    11.87333749  6.104371e-19  2.870555e-05
    11.88524052  6.080330e-19  2.864985e-05
    11.89715549  6.056384e-19  2.859427e-05
    11.90908240  6.032531e-19  2.853878e-05
    11.92102127  6.008772e-19  2.848341e-05
    11.93297211  5.985106e-19  2.842814e-05
    11.94493493  5.961533e-19  2.837297e-05
    11.95690974  5.938052e-19  2.831791e-05
    11.96889656  5.914663e-19  2.826295e-05
    11.98089539  5.891367e-19  2.820810e-05
    11.99290625  5.868161e-19  2.815336e-05
    12.00492915  5.845047e-19  2.809872e-05
    12.01696411  5.822023e-19  2.804418e-05
    12.02901113  5.799090e-19  2.798975e-05
    12.04107023  5.776246e-19  2.793542e-05
    12.05314141  5.753493e-19  2.788119e-05
    12.06522470  5.730828e-19  2.782707e-05
    12.07732010  5.708253e-19  2.777305e-05
    12.08942763  5.685766e-19  2.771914e-05
    12.10154730  5.663367e-19  2.766533e-05
    12.11367911  5.641056e-19  2.761162e-05
    12.12582309  5.618833e-19  2.755801e-05
    12.13797924  5.596697e-19  2.750451e-05
    12.15014758  5.574648e-19  2.745110e-05
    12.16232812  5.552685e-19  2.739780e-05
    12.17452086  5.530808e-19  2.734461e-05
    12.18672584  5.509018e-19  2.729151e-05
    12.19894304  5.487312e-19  2.723851e-05
    12.21117250  5.465692e-19  2.718562e-05
    12.22341421  5.444157e-19  2.713283e-05
    12.23566820  5.422707e-19  2.708013e-05
    12.24793447  5.401340e-19  2.702754e-05
    12.26021304  5.380058e-19  2.697505e-05
    12.27250392  5.358859e-19  2.692266e-05
    12.28480712  5.337743e-19  2.687037e-05
    12.29712265  5.316710e-19  2.681818e-05
    12.30945053  5.295760e-19  2.676609e-05
    12.32179077  5.274891e-19  2.671410e-05
    12.33414338  5.254105e-19  2.666220e-05
    12.34650837  5.233400e-19  2.661041e-05
    12.35888576  5.212777e-19  2.655872e-05
    12.37127556  5.192235e-19  2.650712e-05
    12.38367778  5.171773e-19  2.645562e-05
    12.39609243  5.151391e-19  2.640423e-05
    12.40851952  5.131090e-19  2.635293e-05
    12.42095908  5.110868e-19  2.630173e-05
    12.43341111  5.090726e-19  2.625062e-05
    12.44587561  5.070662e-19  2.619962e-05
    12.45835262  5.050678e-19  2.614871e-05
    12.47084213  5.030772e-19  2.609790e-05
    12.48334417  5.010944e-19  2.604718e-05
    12.49585873  4.991194e-19  2.599656e-05
    12.50838585  4.971521e-19  2.594604e-05
    12.52092552  4.951926e-19  2.589562e-05
    12.53347776  4.932408e-19  2.584529e-05
    12.54604259  4.912966e-19  2.579506e-05
    12.55862001  4.893601e-19  2.574493e-05
    12.57121004  4.874311e-19  2.569489e-05
    12.58381269  4.855098e-19  2.564494e-05
    12.59642798  4.835960e-19  2.559510e-05
    12.60905591  4.816897e-19  2.554534e-05
    12.62169651  4.797909e-19  2.549569e-05
    12.63434977  4.778995e-19  2.544613e-05
    12.64701572  4.760156e-19  2.539666e-05
    12.65969437  4.741390e-19  2.534729e-05
    12.67238573  4.722699e-19  2.529801e-05
    12.68508981  4.704081e-19  2.524882e-05
    12.69780663  4.685536e-19  2.519973e-05
    12.71053619  4.667063e-19  2.515074e-05
    12.72327852  4.648664e-19  2.510184e-05
    12.73603362  4.630336e-19  2.505303e-05
    12.74880151  4.612081e-19  2.500431e-05
    12.76158220  4.593897e-19  2.495569e-05
    12.77437570  4.575785e-19  2.490716e-05
    12.78718203  4.557744e-19  2.485873e-05
    12.80000119  4.539773e-19  2.481038e-05
    12.81283321  4.521874e-19  2.476213e-05
    12.82567809  4.504044e-19  2.471398e-05
    12.83853585  4.486285e-19  2.466591e-05
    12.85140649  4.468595e-19  2.461794e-05
    12.86429004  4.450975e-19  2.457005e-05
    12.87718651  4.433424e-19  2.452226e-05
    12.89009590  4.415942e-19  2.447457e-05
    12.90301824  4.398529e-19  2.442696e-05
    12.91595353  4.381184e-19  2.437944e-05
    12.92890179  4.363908e-19  2.433202e-05
    12.94186303  4.346699e-19  2.428468e-05
    12.95483726  4.329558e-19  2.423744e-05
    12.96782450  4.312484e-19  2.419029e-05
    12.98082476  4.295477e-19  2.414322e-05
    12.99383805  4.278537e-19  2.409625e-05
    13.00686439  4.261664e-19  2.404937e-05
    13.01990379  4.244857e-19  2.400258e-05
    13.03295625  4.228116e-19  2.395587e-05
    13.04602181  4.211440e-19  2.390926e-05
    13.05910046  4.194831e-19  2.386274e-05
    13.07219222  4.178286e-19  2.381630e-05
    13.08529711  4.161807e-19  2.376996e-05
    13.09841514  4.145392e-19  2.372370e-05
    13.11154631  4.129042e-19  2.367753e-05
    13.12469065  4.112756e-19  2.363145e-05
    13.13784817  4.096534e-19  2.358546e-05
    13.15101888  4.080376e-19  2.353955e-05
    13.16420279  4.064281e-19  2.349374e-05
    13.17739992  4.048249e-19  2.344801e-05
    13.19061028  4.032281e-19  2.340237e-05
    13.20383388  4.016375e-19  2.335682e-05
    13.21707074  4.000532e-19  2.331135e-05
    13.23032087  3.984751e-19  2.326598e-05
    13.24358428  3.969032e-19  2.322068e-05
    13.25686099  3.953375e-19  2.317548e-05
    13.27015101  3.937780e-19  2.313036e-05
    13.28345435  3.922246e-19  2.308533e-05
    13.29677103  3.906772e-19  2.304039e-05
    13.31010106  3.891360e-19  2.299553e-05
    13.32344445  3.876008e-19  2.295076e-05
    13.33680122  3.860717e-19  2.290607e-05
    13.35017138  3.845486e-19  2.286147e-05
    13.36355494  3.830314e-19  2.281696e-05
    13.37695192  3.815202e-19  2.277253e-05
    13.39036233  3.800150e-19  2.272818e-05
    13.40378618  3.785157e-19  2.268392e-05
    13.41722349  3.770223e-19  2.263975e-05
    13.43067428  3.755347e-19  2.259566e-05
    13.44413854  3.740530e-19  2.255165e-05
    13.45761631  3.725771e-19  2.250773e-05
    13.47110758  3.711070e-19  2.246390e-05
    13.48461238  3.696427e-19  2.242014e-05
    13.49813072  3.681842e-19  2.237648e-05
    13.51166262  3.667314e-19  2.233289e-05
    13.52520807  3.652843e-19  2.228939e-05
    13.53876711  3.638429e-19  2.224597e-05
    13.55233974  3.624072e-19  2.220264e-05
    13.56592598  3.609771e-19  2.215939e-05
    13.57952583  3.595526e-19  2.211622e-05
    13.59313932  3.581337e-19  2.207314e-05
    13.60676646  3.567204e-19  2.203014e-05
    13.62040726  3.553127e-19  2.198722e-05
    13.63406173  3.539105e-19  2.194438e-05
    13.64772990  3.525138e-19  2.190162e-05
    13.66141176  3.511227e-19  2.185895e-05
    13.67510734  3.497369e-19  2.181636e-05
    13.68881665  3.483567e-19  2.177385e-05
    13.70253971  3.469818e-19  2.173142e-05
    13.71627652  3.456124e-19  2.168908e-05
    13.73002710  3.442484e-19  2.164681e-05
    13.74379147  3.428897e-19  2.160463e-05
    13.75756964  3.415364e-19  2.156253e-05
    13.77136162  3.401883e-19  2.152051e-05
    13.78516743  3.388456e-19  2.147857e-05
    13.79898707  3.375082e-19  2.143671e-05
    13.81282057  3.361760e-19  2.139493e-05
    13.82666794  3.348491e-19  2.135323e-05
    13.84052919  3.335274e-19  2.131161e-05
    13.85440434  3.322109e-19  2.127007e-05
    13.86829340  3.308996e-19  2.122861e-05
    13.88219638  3.295934e-19  2.118723e-05
    13.89611329  3.282924e-19  2.114593e-05
    13.91004416  3.269964e-19  2.110471e-05
    13.92398900  3.257056e-19  2.106357e-05
    13.93794781  3.244199e-19  2.102250e-05
    13.95192062  3.231392e-19  2.098152e-05
    13.96590744  3.218636e-19  2.094061e-05
    13.97990828  3.205929e-19  2.089979e-05
    13.99392315  3.193273e-19  2.085904e-05
    14.00795208  3.180667e-19  2.081837e-05
    14.02199506  3.168110e-19  2.077778e-05
    14.03605213  3.155602e-19  2.073727e-05
    14.05012329  3.143144e-19  2.069683e-05
    14.06420856  3.130735e-19  2.065647e-05
    14.07830794  3.118375e-19  2.061619e-05
    14.09242146  3.106063e-19  2.057599e-05
    14.10654913  3.093799e-19  2.053587e-05
    14.12069096  3.081584e-19  2.049582e-05
    14.13484697  3.069417e-19  2.045585e-05
    14.14901717  3.057298e-19  2.041595e-05
    14.16320158  3.045227e-19  2.037614e-05
    14.17740020  3.033203e-19  2.033639e-05
    14.19161306  3.021226e-19  2.029673e-05
    14.20584017  3.009297e-19  2.025714e-05
    14.22008154  2.997414e-19  2.021763e-05
    14.23433719  2.985578e-19  2.017819e-05
    14.24860713  2.973789e-19  2.013883e-05
    14.26289138  2.962046e-19  2.009955e-05
    14.27718994  2.950350e-19  2.006034e-05
    14.29150284  2.938699e-19  2.002121e-05
    14.30583009  2.927095e-19  1.998215e-05
    14.32017170  2.915536e-19  1.994317e-05
    14.33452769  2.904022e-19  1.990426e-05
    14.34889807  2.892554e-19  1.986543e-05
    14.36328286  2.881131e-19  1.982667e-05
    14.37768207  2.869753e-19  1.978798e-05
    14.39209571  2.858419e-19  1.974937e-05
    14.40652380  2.847131e-19  1.971084e-05
    14.42096636  2.835886e-19  1.967238e-05
    14.43542339  2.824686e-19  1.963399e-05
    14.44989492  2.813531e-19  1.959568e-05
    14.46438096  2.802419e-19  1.955744e-05
    14.47888152  2.791350e-19  1.951927e-05
    14.49339661  2.780326e-19  1.948118e-05
    14.50792626  2.769344e-19  1.944316e-05
    14.52247047  2.758406e-19  1.940522e-05
    14.53702927  2.747511e-19  1.936735e-05
    14.55160266  2.736659e-19  1.932955e-05
    14.56619066  2.725850e-19  1.929182e-05
    14.58079328  2.715083e-19  1.925417e-05
    14.59541054  2.704358e-19  1.921658e-05
    14.61004246  2.693676e-19  1.917907e-05
    14.62468904  2.683036e-19  1.914164e-05
    14.63935031  2.672438e-19  1.910427e-05
    14.65402627  2.661881e-19  1.906698e-05
    14.66871695  2.651366e-19  1.902976e-05
    14.68342236  2.640893e-19  1.899261e-05
    14.69814251  2.630460e-19  1.895553e-05
    14.71287741  2.620069e-19  1.891853e-05
    14.72762709  2.609719e-19  1.888159e-05
    14.74239155  2.599409e-19  1.884473e-05
    14.75717082  2.589140e-19  1.880793e-05
    14.77196490  2.578912e-19  1.877121e-05
    14.78677381  2.568723e-19  1.873456e-05
    14.80159757  2.558575e-19  1.869798e-05
    14.81643619  2.548467e-19  1.866147e-05
    14.83128968  2.538399e-19  1.862503e-05
    14.84615807  2.528370e-19  1.858866e-05
    14.86104136  2.518381e-19  1.855236e-05
    14.87593957  2.508431e-19  1.851613e-05
    14.89085272  2.498520e-19  1.847997e-05
    14.90578081  2.488648e-19  1.844388e-05
    14.92072388  2.478816e-19  1.840786e-05
    14.93568192  2.469022e-19  1.837191e-05
    14.95065496  2.459266e-19  1.833603e-05
    14.96564301  2.449549e-19  1.830021e-05
    14.98064608  2.439870e-19  1.826447e-05
    14.99566420  2.430230e-19  1.822880e-05
    15.01069737  2.420627e-19  1.819319e-05
    15.02574561  2.411062e-19  1.815765e-05
    15.04080894  2.401535e-19  1.812219e-05
    15.05588736  2.392045e-19  1.808678e-05
    15.07098091  2.382593e-19  1.805145e-05
    15.08608958  2.373178e-19  1.801619e-05
    15.10121341  2.363800e-19  1.798099e-05
    15.11635239  2.354459e-19  1.794586e-05
    15.13150655  2.345154e-19  1.791080e-05
    15.14667591  2.335887e-19  1.787581e-05
    15.16186047  2.326656e-19  1.784089e-05
    15.17706025  2.317461e-19  1.780603e-05
    15.19227527  2.308303e-19  1.777124e-05
    15.20750554  2.299180e-19  1.773651e-05
    15.22275108  2.290094e-19  1.770186e-05
    15.23801191  2.281043e-19  1.766727e-05
    15.25328804  2.272028e-19  1.763275e-05
    15.26857947  2.263049e-19  1.759829e-05
    15.28388624  2.254105e-19  1.756390e-05
    15.29920836  2.245196e-19  1.752958e-05
    15.31454583  2.236322e-19  1.749532e-05
    15.32989868  2.227483e-19  1.746113e-05
    15.34526692  2.218679e-19  1.742700e-05
    15.36065057  2.209910e-19  1.739294e-05
    15.37604964  2.201175e-19  1.735895e-05
    15.39146415  2.192475e-19  1.732502e-05
    15.40689411  2.183809e-19  1.729116e-05
    15.42233954  2.175177e-19  1.725736e-05
    15.43780045  2.166579e-19  1.722363e-05
    15.45327686  2.158015e-19  1.718996e-05
    15.46876879  2.149485e-19  1.715636e-05
    15.48427625  2.140988e-19  1.712282e-05
    15.49979926  2.132525e-19  1.708935e-05
    15.51533782  2.124095e-19  1.705594e-05
    15.53089197  2.115699e-19  1.702260e-05
    15.54646170  2.107335e-19  1.698932e-05
    15.56204705  2.099005e-19  1.695611e-05
    15.57764802  2.090707e-19  1.692296e-05
    15.59326463  2.082442e-19  1.688987e-05
    15.60889690  2.074210e-19  1.685685e-05
    15.62454483  2.066010e-19  1.682389e-05
    15.64020846  2.057842e-19  1.679099e-05
    15.65588779  2.049707e-19  1.675816e-05
    15.67158283  2.041603e-19  1.672539e-05
    15.68729361  2.033532e-19  1.669269e-05
    15.70302014  2.025492e-19  1.666005e-05
    15.71876244  2.017484e-19  1.662747e-05
    15.73452052  2.009508e-19  1.659495e-05
    15.75029439  2.001563e-19  1.656250e-05
    15.76608408  1.993649e-19  1.653011e-05
    15.78188960  1.985767e-19  1.649778e-05
    15.79771096  1.977915e-19  1.646552e-05
    15.81354818  1.970095e-19  1.643331e-05
    15.82940128  1.962305e-19  1.640117e-05
    15.84527028  1.954547e-19  1.636909e-05
    15.86115518  1.946818e-19  1.633708e-05
    15.87705601  1.939120e-19  1.630512e-05
    15.89297277  1.931453e-19  1.627323e-05
    15.90890550  1.923816e-19  1.624140e-05
    15.92485419  1.916209e-19  1.620963e-05
    15.94081888  1.908631e-19  1.617792e-05
    15.95679957  1.901084e-19  1.614627e-05
    15.97279628  1.893567e-19  1.611468e-05
    15.98880902  1.886079e-19  1.608316e-05
    16.00483782  1.878620e-19  1.605170e-05
    16.02088269  1.871192e-19  1.602029e-05
    16.03694365  1.863792e-19  1.598895e-05
    16.05302070  1.856421e-19  1.595767e-05
    16.06911387  1.849080e-19  1.592645e-05
    16.08522318  1.841768e-19  1.589528e-05
    16.10134863  1.834484e-19  1.586418e-05
    16.11749025  1.827229e-19  1.583314e-05
    16.13364806  1.820003e-19  1.580216e-05
    16.14982206  1.812805e-19  1.577124e-05
    16.16601227  1.805635e-19  1.574038e-05
    16.18221872  1.798494e-19  1.570958e-05
    16.19844141  1.791381e-19  1.567883e-05
    16.21468037  1.784296e-19  1.564815e-05
    16.23093561  1.777239e-19  1.561753e-05
    16.24720714  1.770210e-19  1.558696e-05
    16.26349498  1.763209e-19  1.555646e-05
    16.27979915  1.756235e-19  1.552601e-05
    16.29611967  1.749289e-19  1.549563e-05
    16.31245655  1.742370e-19  1.546530e-05
    16.32880981  1.735478e-19  1.543503e-05
    16.34517946  1.728613e-19  1.540482e-05
    16.36156552  1.721776e-19  1.537467e-05
    16.37796801  1.714966e-19  1.534457e-05
    16.39438694  1.708182e-19  1.531453e-05
    16.41082233  1.701425e-19  1.528456e-05
    16.42727420  1.694695e-19  1.525464e-05
    16.44374256  1.687991e-19  1.522477e-05
    16.46022743  1.681314e-19  1.519497e-05
    16.47672883  1.674663e-19  1.516522e-05
    16.49324677  1.668039e-19  1.513553e-05
    16.50978127  1.661440e-19  1.510590e-05
    16.52633235  1.654868e-19  1.507633e-05
    16.54290001  1.648321e-19  1.504681e-05
    16.55948429  1.641801e-19  1.501735e-05
    16.57608519  1.635306e-19  1.498795e-05
    16.59270274  1.628836e-19  1.495860e-05
    16.60933694  1.622392e-19  1.492931e-05
    16.62598782  1.615974e-19  1.490008e-05
    16.64265539  1.609581e-19  1.487090e-05
    16.65933967  1.603213e-19  1.484178e-05
    16.67604068  1.596870e-19  1.481272e-05
    16.69275843  1.590552e-19  1.478371e-05
    16.70949294  1.584260e-19  1.475476e-05
    16.72624423  1.577992e-19  1.472587e-05
    16.74301231  1.571748e-19  1.469703e-05
    16.75979720  1.565530e-19  1.466824e-05
    16.77659891  1.559336e-19  1.463952e-05
    16.79341747  1.553166e-19  1.461085e-05
    16.81025289  1.547021e-19  1.458223e-05
    16.82710519  1.540900e-19  1.455367e-05
    16.84397438  1.534803e-19  1.452516e-05
    16.86086049  1.528730e-19  1.449671e-05
    16.87776352  1.522681e-19  1.446832e-05
    16.89468350  1.516656e-19  1.443998e-05
    16.91162044  1.510655e-19  1.441169e-05
    16.92857436  1.504677e-19  1.438346e-05
    16.94554527  1.498723e-19  1.435528e-05
    16.96253320  1.492793e-19  1.432716e-05
    16.97953816  1.486886e-19  1.429910e-05
    16.99656017  1.481002e-19  1.427108e-05
    17.01359924  1.475141e-19  1.424313e-05
    17.03065539  1.469304e-19  1.421522e-05
    17.04772864  1.463489e-19  1.418737e-05
    17.06481901  1.457698e-19  1.415958e-05
    17.08192651  1.451929e-19  1.413183e-05
    17.09905116  1.446184e-19  1.410414e-05
    17.11619298  1.440460e-19  1.407651e-05
    17.13335199  1.434760e-19  1.404893e-05
    17.15052819  1.429082e-19  1.402140e-05
    17.16772162  1.423426e-19  1.399393e-05
    17.18493228  1.417793e-19  1.396650e-05
    17.20216019  1.412182e-19  1.393914e-05
    17.21940538  1.406593e-19  1.391182e-05
    17.23666785  1.401026e-19  1.388456e-05
    17.25394763  1.395481e-19  1.385735e-05
    17.27124473  1.389958e-19  1.383019e-05
    17.28855918  1.384457e-19  1.380309e-05
    17.30589098  1.378977e-19  1.377604e-05
    17.32324015  1.373519e-19  1.374904e-05
    17.34060672  1.368083e-19  1.372209e-05
    17.35799070  1.362668e-19  1.369519e-05
    17.37539211  1.357274e-19  1.366835e-05
    17.39281096  1.351902e-19  1.364156e-05
    17.41024727  1.346551e-19  1.361482e-05
    17.42770106  1.341221e-19  1.358814e-05
    17.44517235  1.335912e-19  1.356150e-05
    17.46266116  1.330624e-19  1.353492e-05
    17.48016750  1.325357e-19  1.350839e-05
    17.49769139  1.320111e-19  1.348191e-05
    17.51523284  1.314886e-19  1.345548e-05
    17.53279188  1.309681e-19  1.342910e-05
    17.55036853  1.304496e-19  1.340277e-05
    17.56796279  1.299332e-19  1.337650e-05
    17.58557470  1.294189e-19  1.335027e-05
    17.60320425  1.289066e-19  1.332410e-05
    17.62085149  1.283963e-19  1.329798e-05
    17.63851641  1.278880e-19  1.327190e-05
    17.65619904  1.273817e-19  1.324588e-05
    17.67389940  1.268774e-19  1.321991e-05
    17.69161751  1.263752e-19  1.319399e-05
    17.70935338  1.258749e-19  1.316812e-05
    17.72710702  1.253765e-19  1.314230e-05
    17.74487847  1.248802e-19  1.311653e-05
    17.76266773  1.243858e-19  1.309081e-05
    17.78047483  1.238933e-19  1.306514e-05
    17.79829977  1.234028e-19  1.303951e-05
    17.81614259  1.229143e-19  1.301394e-05
    17.83400329  1.224276e-19  1.298842e-05
    17.85188190  1.219429e-19  1.296295e-05
    17.86977843  1.214601e-19  1.293753e-05
    17.88769291  1.209792e-19  1.291215e-05
    17.90562534  1.205002e-19  1.288683e-05
    17.92357575  1.200231e-19  1.286156e-05
    17.94154416  1.195479e-19  1.283633e-05
    17.95953058  1.190746e-19  1.281115e-05
    17.97753503  1.186031e-19  1.278602e-05
    17.99555753  1.181335e-19  1.276095e-05
    18.01359809  1.176657e-19  1.273591e-05
    18.03165675  1.171998e-19  1.271093e-05
    18.04973350  1.167357e-19  1.268600e-05
    18.06782838  1.162735e-19  1.266111e-05
    18.08594140  1.158131e-19  1.263628e-05
    18.10407258  1.153545e-19  1.261149e-05
    18.12222193  1.148977e-19  1.258675e-05
    18.14038948  1.144427e-19  1.256206e-05
