# Model Spectrum: Blackbody T = 10000.000
# No ISM extinction
# Normalization: A0V magnitude 15.000000 for filter 2MASS Ks
# 
# Wavelength (microns)   F_lambda (W/m^2/micron)   F_nu (Jy)
   167.59941405  1.627630e-23  1.525036e-07
   167.76743266  1.621127e-23  1.521989e-07
   167.93561971  1.614649e-23  1.518949e-07
   168.10397536  1.608197e-23  1.515914e-07
   168.27249979  1.601772e-23  1.512886e-07
   168.44119317  1.595371e-23  1.509864e-07
   168.61005566  1.588997e-23  1.506847e-07
   168.77908744  1.582648e-23  1.503837e-07
   168.94828867  1.576324e-23  1.500833e-07
   169.11765953  1.570025e-23  1.497834e-07
   169.28720018  1.563752e-23  1.494842e-07
   169.45691079  1.557503e-23  1.491856e-07
   169.62679155  1.551280e-23  1.488876e-07
   169.79684260  1.545082e-23  1.485901e-07
   169.96706413  1.538908e-23  1.482933e-07
   170.13745631  1.532759e-23  1.479970e-07
   170.30801931  1.526634e-23  1.477014e-07
   170.47875330  1.520534e-23  1.474063e-07
   170.64965845  1.514458e-23  1.471118e-07
   170.82073493  1.508407e-23  1.468179e-07
   170.99198292  1.502380e-23  1.465246e-07
   171.16340258  1.496377e-23  1.462319e-07
   171.33499409  1.490397e-23  1.459397e-07
   171.50675762  1.484442e-23  1.456482e-07
   171.67869335  1.478511e-23  1.453572e-07
   171.85080144  1.472603e-23  1.450668e-07
   172.02308207  1.466719e-23  1.447770e-07
   172.19553541  1.460858e-23  1.444878e-07
   172.36816163  1.455021e-23  1.441991e-07
   172.54096092  1.449207e-23  1.439110e-07
   172.71393343  1.443416e-23  1.436235e-07
   172.88707935  1.437648e-23  1.433366e-07
   173.06039885  1.431904e-23  1.430502e-07
   173.23389210  1.426182e-23  1.427644e-07
   173.40755928  1.420483e-23  1.424792e-07
   173.58140056  1.414807e-23  1.421945e-07
   173.75541612  1.409154e-23  1.419105e-07
   173.92960612  1.403523e-23  1.416269e-07
   174.10397076  1.397915e-23  1.413440e-07
   174.27851019  1.392329e-23  1.410616e-07
   174.45322460  1.386765e-23  1.407798e-07
   174.62811416  1.381224e-23  1.404985e-07
   174.80317905  1.375705e-23  1.402178e-07
   174.97841944  1.370208e-23  1.399377e-07
   175.15383551  1.364733e-23  1.396581e-07
   175.32942743  1.359279e-23  1.393791e-07
   175.50519539  1.353848e-23  1.391006e-07
   175.68113955  1.348438e-23  1.388227e-07
   175.85726010  1.343050e-23  1.385454e-07
   176.03355721  1.337683e-23  1.382686e-07
   176.21003106  1.332338e-23  1.379923e-07
   176.38668182  1.327014e-23  1.377166e-07
   176.56350967  1.321711e-23  1.374415e-07
   176.74051480  1.316430e-23  1.371669e-07
   176.91769737  1.311170e-23  1.368928e-07
   177.09505757  1.305930e-23  1.366193e-07
   177.27259557  1.300712e-23  1.363464e-07
   177.45031155  1.295514e-23  1.360740e-07
   177.62820570  1.290338e-23  1.358021e-07
   177.80627818  1.285182e-23  1.355308e-07
   177.98452918  1.280046e-23  1.352600e-07
   178.16295888  1.274931e-23  1.349898e-07
   178.34156745  1.269837e-23  1.347201e-07
   178.52035508  1.264762e-23  1.344509e-07
   178.69932195  1.259708e-23  1.341823e-07
   178.87846823  1.254675e-23  1.339142e-07
   179.05779410  1.249661e-23  1.336466e-07
   179.23729975  1.244667e-23  1.333796e-07
   179.41698535  1.239694e-23  1.331131e-07
   179.59685109  1.234740e-23  1.328472e-07
   179.77689714  1.229806e-23  1.325817e-07
   179.95712369  1.224892e-23  1.323168e-07
   180.13753091  1.219997e-23  1.320525e-07
   180.31811900  1.215122e-23  1.317886e-07
   180.49888812  1.210266e-23  1.315253e-07
   180.67983847  1.205430e-23  1.312625e-07
   180.86097022  1.200613e-23  1.310003e-07
   181.04228355  1.195816e-23  1.307385e-07
   181.22377865  1.191037e-23  1.304773e-07
   181.40545570  1.186278e-23  1.302166e-07
   181.58731488  1.181537e-23  1.299564e-07
   181.76935638  1.176816e-23  1.296968e-07
   181.95158037  1.172113e-23  1.294376e-07
   182.13398704  1.167430e-23  1.291790e-07
   182.31657658  1.162764e-23  1.289209e-07
   182.49934916  1.158118e-23  1.286633e-07
   182.68230497  1.153490e-23  1.284062e-07
   182.86544419  1.148881e-23  1.281497e-07
   183.04876701  1.144290e-23  1.278936e-07
   183.23227362  1.139717e-23  1.276381e-07
   183.41596418  1.135163e-23  1.273831e-07
   183.59983890  1.130627e-23  1.271285e-07
   183.78389795  1.126109e-23  1.268745e-07
   183.96814153  1.121608e-23  1.266210e-07
   184.15256980  1.117126e-23  1.263680e-07
   184.33718297  1.112662e-23  1.261155e-07
   184.52198121  1.108216e-23  1.258635e-07
   184.70696471  1.103788e-23  1.256121e-07
   184.89213366  1.099377e-23  1.253611e-07
   185.07748824  1.094984e-23  1.251106e-07
   185.26302864  1.090608e-23  1.248606e-07
   185.44875504  1.086250e-23  1.246111e-07
   185.63466763  1.081909e-23  1.243621e-07
   185.82076660  1.077586e-23  1.241136e-07
   186.00705214  1.073279e-23  1.238657e-07
   186.19352443  1.068990e-23  1.236182e-07
   186.38018365  1.064719e-23  1.233711e-07
   186.56703000  1.060464e-23  1.231246e-07
   186.75406367  1.056226e-23  1.228786e-07
   186.94128483  1.052005e-23  1.226331e-07
   187.12869369  1.047801e-23  1.223881e-07
   187.31629042  1.043614e-23  1.221435e-07
   187.50407522  1.039444e-23  1.218994e-07
   187.69204828  1.035290e-23  1.216559e-07
   187.88020978  1.031153e-23  1.214128e-07
   188.06855990  1.027032e-23  1.211702e-07
   188.25709886  1.022928e-23  1.209281e-07
   188.44582682  1.018840e-23  1.206864e-07
   188.63474398  1.014769e-23  1.204453e-07
   188.82385053  1.010714e-23  1.202046e-07
   189.01314666  1.006675e-23  1.199644e-07
   189.20263256  1.002652e-23  1.197247e-07
   189.39230842  9.986450e-24  1.194855e-07
   189.58217443  9.946542e-24  1.192467e-07
   189.77223078  9.906794e-24  1.190084e-07
   189.96247766  9.867205e-24  1.187706e-07
   190.15291527  9.827773e-24  1.185333e-07
   190.34354379  9.788500e-24  1.182965e-07
   190.53436341  9.749383e-24  1.180601e-07
   190.72537433  9.710422e-24  1.178242e-07
   190.91657674  9.671617e-24  1.175887e-07
   191.10797084  9.632968e-24  1.173538e-07
   191.29955680  9.594472e-24  1.171193e-07
   191.49133483  9.556131e-24  1.168852e-07
   191.68330512  9.517942e-24  1.166517e-07
   191.87546785  9.479906e-24  1.164186e-07
   192.06782323  9.442022e-24  1.161859e-07
   192.26037145  9.404290e-24  1.159538e-07
   192.45311270  9.366708e-24  1.157221e-07
   192.64604717  9.329276e-24  1.154908e-07
   192.83917505  9.291994e-24  1.152600e-07
   193.03249655  9.254861e-24  1.150297e-07
   193.22601185  9.217877e-24  1.147999e-07
   193.41972116  9.181040e-24  1.145705e-07
   193.61362465  9.144350e-24  1.143415e-07
   193.80772254  9.107806e-24  1.141130e-07
   194.00201501  9.071409e-24  1.138850e-07
   194.19650225  9.035157e-24  1.136574e-07
   194.39118447  8.999050e-24  1.134303e-07
   194.58606186  8.963088e-24  1.132036e-07
   194.78113461  8.927269e-24  1.129774e-07
   194.97640293  8.891593e-24  1.127517e-07
   195.17186700  8.856059e-24  1.125264e-07
   195.36752703  8.820668e-24  1.123015e-07
   195.56338320  8.785418e-24  1.120771e-07
   195.75943572  8.750309e-24  1.118531e-07
   195.95568478  8.715340e-24  1.116296e-07
   196.15213058  8.680511e-24  1.114065e-07
   196.34877332  8.645821e-24  1.111839e-07
   196.54561320  8.611269e-24  1.109617e-07
   196.74265040  8.576856e-24  1.107400e-07
   196.93988514  8.542580e-24  1.105187e-07
   197.13731761  8.508441e-24  1.102978e-07
   197.33494800  8.474439e-24  1.100774e-07
   197.53277651  8.440572e-24  1.098574e-07
   197.73080335  8.406840e-24  1.096379e-07
   197.92902871  8.373244e-24  1.094188e-07
   198.12745279  8.339781e-24  1.092002e-07
   198.32607580  8.306453e-24  1.089819e-07
   198.52489792  8.273257e-24  1.087642e-07
   198.72391936  8.240194e-24  1.085468e-07
   198.92314032  8.207264e-24  1.083299e-07
   199.12256100  8.174464e-24  1.081134e-07
   199.32218160  8.141796e-24  1.078974e-07
   199.52200232  8.109259e-24  1.076817e-07
   199.72202336  8.076851e-24  1.074665e-07
   199.92224492  8.044573e-24  1.072518e-07
   200.12266721  8.012424e-24  1.070375e-07
   200.32329041  7.980403e-24  1.068236e-07
   200.52411475  7.948510e-24  1.066101e-07
   200.72514041  7.916745e-24  1.063970e-07
   200.92636759  7.885106e-24  1.061844e-07
   201.12779651  7.853594e-24  1.059722e-07
   201.32942736  7.822208e-24  1.057604e-07
   201.53126035  7.790947e-24  1.055491e-07
   201.73329567  7.759812e-24  1.053381e-07
   201.93553354  7.728800e-24  1.051276e-07
   202.13797414  7.697913e-24  1.049175e-07
   202.34061770  7.667149e-24  1.047079e-07
   202.54346440  7.636507e-24  1.044986e-07
   202.74651446  7.605989e-24  1.042898e-07
   202.94976808  7.575592e-24  1.040814e-07
   203.15322546  7.545317e-24  1.038734e-07
   203.35688681  7.515162e-24  1.036658e-07
   203.56075232  7.485128e-24  1.034586e-07
   203.76482221  7.455214e-24  1.032519e-07
   203.96909669  7.425420e-24  1.030455e-07
   204.17357594  7.395745e-24  1.028396e-07
   204.37826019  7.366188e-24  1.026341e-07
   204.58314964  7.336749e-24  1.024289e-07
   204.78824448  7.307428e-24  1.022242e-07
   204.99354494  7.278224e-24  1.020199e-07
   205.19905120  7.249137e-24  1.018161e-07
   205.40476349  7.220166e-24  1.016126e-07
   205.61068201  7.191311e-24  1.014095e-07
   205.81680696  7.162571e-24  1.012068e-07
   206.02313854  7.133946e-24  1.010046e-07
   206.22967698  7.105435e-24  1.008027e-07
   206.43642247  7.077038e-24  1.006013e-07
   206.64337523  7.048755e-24  1.004002e-07
   206.85053545  7.020585e-24  1.001996e-07
   207.05790336  6.992527e-24  9.999932e-08
   207.26547915  6.964581e-24  9.979947e-08
   207.47326303  6.936747e-24  9.960002e-08
   207.68125522  6.909024e-24  9.940097e-08
   207.88945592  6.881412e-24  9.920231e-08
   208.09786534  6.853911e-24  9.900406e-08
   208.30648369  6.826519e-24  9.880619e-08
   208.51531119  6.799236e-24  9.860872e-08
   208.72434803  6.772063e-24  9.841165e-08
   208.93359443  6.744998e-24  9.821497e-08
   209.14305060  6.718042e-24  9.801868e-08
   209.35271676  6.691193e-24  9.782279e-08
   209.56259310  6.664451e-24  9.762729e-08
   209.77267984  6.637816e-24  9.743217e-08
   209.98297720  6.611288e-24  9.723745e-08
   210.19348538  6.584866e-24  9.704311e-08
   210.40420459  6.558549e-24  9.684917e-08
   210.61513505  6.532337e-24  9.665561e-08
   210.82627697  6.506230e-24  9.646243e-08
   211.03763056  6.480228e-24  9.626964e-08
   211.24919603  6.454329e-24  9.607724e-08
   211.46097360  6.428534e-24  9.588522e-08
   211.67296347  6.402842e-24  9.569359e-08
   211.88516586  6.377252e-24  9.550234e-08
   212.09758099  6.351765e-24  9.531147e-08
   212.31020906  6.326380e-24  9.512098e-08
   212.52305029  6.301096e-24  9.493087e-08
   212.73610490  6.275913e-24  9.474114e-08
   212.94937309  6.250830e-24  9.455179e-08
   213.16285509  6.225848e-24  9.436282e-08
   213.37655110  6.200966e-24  9.417422e-08
   213.59046134  6.176183e-24  9.398600e-08
   213.80458603  6.151499e-24  9.379816e-08
   214.01892537  6.126914e-24  9.361069e-08
   214.23347960  6.102427e-24  9.342360e-08
   214.44824891  6.078038e-24  9.323688e-08
   214.66323353  6.053747e-24  9.305053e-08
   214.87843367  6.029552e-24  9.286456e-08
   215.09384955  6.005454e-24  9.267896e-08
   215.30948139  5.981453e-24  9.249372e-08
   215.52532939  5.957547e-24  9.230886e-08
   215.74139379  5.933737e-24  9.212437e-08
   215.95767479  5.910022e-24  9.194024e-08
   216.17417261  5.886401e-24  9.175649e-08
   216.39088747  5.862875e-24  9.157310e-08
   216.60781958  5.839444e-24  9.139007e-08
   216.82496918  5.816105e-24  9.120741e-08
   217.04233646  5.792860e-24  9.102512e-08
   217.25992166  5.769708e-24  9.084319e-08
   217.47772498  5.746649e-24  9.066162e-08
   217.69574665  5.723681e-24  9.048042e-08
   217.91398689  5.700805e-24  9.029958e-08
   218.13244592  5.678021e-24  9.011910e-08
   218.35112395  5.655328e-24  8.993898e-08
   218.57002121  5.632725e-24  8.975922e-08
   218.78913791  5.610213e-24  8.957982e-08
   219.00847428  5.587791e-24  8.940077e-08
   219.22803053  5.565458e-24  8.922209e-08
   219.44780688  5.543215e-24  8.904376e-08
   219.66780357  5.521060e-24  8.886579e-08
   219.88802080  5.498994e-24  8.868817e-08
   220.10845879  5.477016e-24  8.851091e-08
   220.32911778  5.455126e-24  8.833400e-08
   220.54999798  5.433324e-24  8.815744e-08
   220.77109961  5.411608e-24  8.798124e-08
   220.99242289  5.389979e-24  8.780539e-08
   221.21396805  5.368437e-24  8.762989e-08
   221.43573532  5.346981e-24  8.745474e-08
   221.65772490  5.325610e-24  8.727994e-08
   221.87993703  5.304325e-24  8.710549e-08
   222.10237192  5.283125e-24  8.693139e-08
   222.32502981  5.262010e-24  8.675763e-08
   222.54791091  5.240979e-24  8.658423e-08
   222.77101545  5.220032e-24  8.641117e-08
   222.99434365  5.199169e-24  8.623845e-08
   223.21789574  5.178389e-24  8.606608e-08
   223.44167194  5.157693e-24  8.589405e-08
   223.66567248  5.137079e-24  8.572237e-08
   223.88989758  5.116547e-24  8.555103e-08
   224.11434746  5.096097e-24  8.538003e-08
   224.33902236  5.075729e-24  8.520938e-08
   224.56392249  5.055443e-24  8.503906e-08
   224.78904808  5.035237e-24  8.486909e-08
   225.01439937  5.015113e-24  8.469945e-08
   225.23997656  4.995068e-24  8.453016e-08
   225.46577990  4.975104e-24  8.436120e-08
   225.69180961  4.955220e-24  8.419258e-08
   225.91806591  4.935415e-24  8.402429e-08
   226.14454904  4.915689e-24  8.385634e-08
   226.37125921  4.896042e-24  8.368873e-08
   226.59819666  4.876473e-24  8.352145e-08
   226.82536162  4.856983e-24  8.335451e-08
   227.05275431  4.837571e-24  8.318790e-08
   227.28037496  4.818236e-24  8.302162e-08
   227.50822380  4.798978e-24  8.285568e-08
   227.73630106  4.779797e-24  8.269006e-08
   227.96460697  4.760693e-24  8.252478e-08
   228.19314175  4.741666e-24  8.235983e-08
   228.42190564  4.722714e-24  8.219520e-08
   228.65089887  4.703838e-24  8.203091e-08
   228.88012166  4.685038e-24  8.186694e-08
   229.10957425  4.666313e-24  8.170330e-08
   229.33925687  4.647662e-24  8.153999e-08
   229.56916974  4.629086e-24  8.137700e-08
   229.79931310  4.610584e-24  8.121434e-08
   230.02968718  4.592157e-24  8.105200e-08
   230.26029221  4.573802e-24  8.088999e-08
   230.49112842  4.555522e-24  8.072830e-08
   230.72219605  4.537314e-24  8.056694e-08
   230.95349532  4.519179e-24  8.040590e-08
   231.18502647  4.501116e-24  8.024517e-08
   231.41678973  4.483126e-24  8.008477e-08
   231.64878533  4.465207e-24  7.992469e-08
   231.88101351  4.447360e-24  7.976493e-08
   232.11347449  4.429585e-24  7.960549e-08
   232.34616852  4.411880e-24  7.944637e-08
   232.57909583  4.394247e-24  7.928757e-08
   232.81225664  4.376683e-24  7.912908e-08
   233.04565120  4.359190e-24  7.897091e-08
   233.27927974  4.341767e-24  7.881305e-08
   233.51314249  4.324413e-24  7.865551e-08
   233.74723968  4.307129e-24  7.849829e-08
   233.98157157  4.289914e-24  7.834138e-08
   234.21613836  4.272768e-24  7.818478e-08
   234.45094032  4.255690e-24  7.802849e-08
   234.68597766  4.238680e-24  7.787252e-08
   234.92125062  4.221739e-24  7.771686e-08
   235.15675945  4.204865e-24  7.756151e-08
   235.39250438  4.188058e-24  7.740647e-08
   235.62848564  4.171319e-24  7.725174e-08
   235.86470347  4.154646e-24  7.709732e-08
   236.10115811  4.138040e-24  7.694320e-08
   236.33784980  4.121501e-24  7.678940e-08
   236.57477877  4.105028e-24  7.663590e-08
   236.81194526  4.088620e-24  7.648271e-08
   237.04934951  4.072278e-24  7.632982e-08
   237.28699176  4.056001e-24  7.617724e-08
   237.52487224  4.039790e-24  7.602497e-08
   237.76299121  4.023643e-24  7.587300e-08
   238.00134888  4.007561e-24  7.572133e-08
   238.23994551  3.991543e-24  7.556997e-08
   238.47878134  3.975589e-24  7.541890e-08
   238.71785659  3.959698e-24  7.526814e-08
   238.95717152  3.943871e-24  7.511768e-08
   239.19672637  3.928108e-24  7.496753e-08
   239.43652136  3.912407e-24  7.481767e-08
   239.67655675  3.896770e-24  7.466811e-08
   239.91683278  3.881194e-24  7.451885e-08
   240.15734969  3.865681e-24  7.436988e-08
   240.39810771  3.850230e-24  7.422122e-08
   240.63910709  3.834841e-24  7.407285e-08
   240.88034808  3.819513e-24  7.392478e-08
   241.12183091  3.804247e-24  7.377700e-08
   241.36355583  3.789041e-24  7.362952e-08
   241.60552307  3.773896e-24  7.348234e-08
   241.84773289  3.758812e-24  7.333544e-08
   242.09018553  3.743788e-24  7.318885e-08
   242.33288122  3.728824e-24  7.304254e-08
   242.57582022  3.713920e-24  7.289653e-08
   242.81900276  3.699075e-24  7.275080e-08
   243.06242909  3.684290e-24  7.260537e-08
   243.30609946  3.669564e-24  7.246023e-08
   243.55001411  3.654896e-24  7.231538e-08
   243.79417328  3.640288e-24  7.217082e-08
   244.03857723  3.625737e-24  7.202655e-08
   244.28322618  3.611245e-24  7.188257e-08
   244.52812040  3.596811e-24  7.173887e-08
   244.77326013  3.582434e-24  7.159546e-08
   245.01864561  3.568115e-24  7.145234e-08
   245.26427709  3.553853e-24  7.130950e-08
   245.51015481  3.539648e-24  7.116695e-08
   245.75627903  3.525500e-24  7.102468e-08
   246.00264998  3.511409e-24  7.088270e-08
   246.24926793  3.497373e-24  7.074100e-08
   246.49613311  3.483394e-24  7.059958e-08
   246.74324577  3.469471e-24  7.045845e-08
   246.99060616  3.455603e-24  7.031760e-08
   247.23821453  3.441791e-24  7.017703e-08
   247.48607113  3.428034e-24  7.003674e-08
   247.73417620  3.414332e-24  6.989673e-08
   247.98253000  3.400684e-24  6.975700e-08
   248.23113278  3.387092e-24  6.961755e-08
   248.47998478  3.373553e-24  6.947838e-08
   248.72908625  3.360069e-24  6.933948e-08
   248.97843745  3.346638e-24  6.920087e-08
   249.22803863  3.333261e-24  6.906253e-08
   249.47789003  3.319938e-24  6.892446e-08
   249.72799190  3.306668e-24  6.878668e-08
   249.97834451  3.293451e-24  6.864916e-08
   250.22894809  3.280287e-24  6.851193e-08
   250.47980290  3.267175e-24  6.837496e-08
   250.73090919  3.254116e-24  6.823827e-08
   250.98226722  3.241109e-24  6.810186e-08
   251.23387724  3.228154e-24  6.796571e-08
   251.48573949  3.215250e-24  6.782984e-08
   251.73785424  3.202398e-24  6.769424e-08
   251.99022173  3.189598e-24  6.755891e-08
   252.24284223  3.176849e-24  6.742385e-08
   252.49571597  3.164151e-24  6.728906e-08
   252.74884322  3.151503e-24  6.715454e-08
   253.00222423  3.138906e-24  6.702029e-08
   253.25585925  3.126359e-24  6.688631e-08
   253.50974855  3.113863e-24  6.675259e-08
   253.76389237  3.101416e-24  6.661914e-08
   254.01829097  3.089020e-24  6.648596e-08
   254.27294460  3.076672e-24  6.635304e-08
   254.52785352  3.064374e-24  6.622039e-08
   254.78301799  3.052126e-24  6.608801e-08
